chapter number,start segment,end segment,chapter title,summary
2.1,227,228,1.第一印象,黑猩猩行为可预言，但不会重复同一模式，研究它们变化的最有趣之处在于可以预言短期行为，以检验关于它们内部关系系统的知识。
2.1,229,230,1.第一印象,阿纳姆黑猩猩群落的领导阶层变化清晰地展示了群落生活的活力，这一过程需要花费许多月时间，而不是由少数战斗决定，社会操纵导致首领废黜，稳定性慢慢被破坏，每个个体都有自己的角色。
2.1,231,231,1.第一印象,新首领需要得到其他黑猩猩的认可，不能单方面行动，也是被诱入这个网中的一员。
2.1,204,209,1.第一印象,总结：阿纳姆动物园林荫大道上有各种鸟类，末端有黑猩猩圈养区，游客可以在瞭望塔上观赏，原有大树林，仍有50棵高大的橡树和山毛榉，大部分被电栅栏保护，对黑猩猩群落有重要作用。
2.1,210,217,1.第一印象,海尼·黑第格尔发现动物在被关押的环境中会表现出无聊的行为，他创立了动物园生物学，现代动物园更加注重少种类动物的关押，阿纳姆动物园的黑猩猩展示标志着从猿被关在笼中到自然式圈养区的里程碑，为濒临灭绝的野生动物提供保护。
2.1,218,226,1.第一印象,阿纳姆黑猩猩群落特殊的规模、圈养区面积、年轻黑猩猩数量及雄黑猩猩体型及毛发厚密程度，毛皮护理是最常见的社会活动，孩子们会在附近游荡，雄黑猩猩的攻击行为可以提前预示。
2.1,227,231,1.第一印象,黑猩猩行为可预言，但不会重复同一模式，社会操纵导致首领废黜，新首领需要得到其他黑猩猩的认可，研究它们变化可以检验关于它们内部关系系统的知识。
2.1,204,217,1.第一印象,总结：阿纳姆动物园拥有各种鸟类和黑猩猩圈养区，电栅栏保护着大部分树木，海尼·黑第格尔发现动物在被关押的环境中会表现出无聊的行为，阿纳姆动物园的黑猩猩展示标志着从猿被关在笼中到自然式圈养区的里程碑，为濒临灭绝的野生动物提供保护。
2.1,218,231,1.第一印象,阿纳姆黑猩猩群落的特征及行为可以预言，但不会重复同一模式，社会操纵可以导致首领废黜，研究它们可以检验关于它们内部关系系统的知识。
2.1,204,231,1.第一印象,总结：阿纳姆动物园拥有各种鸟类和黑猩猩圈养区，提供保护濒临灭绝的野生动物，研究黑猩猩可以检验关于它们内部关系系统的知识。
2.2,232,233,2.紧张爆发状态的预防,动物园将猴类动物以群落形式圈养，但大猿们仍未能过上适意的生活，因为担心可能导致流血冲突和疾病感染的危险。
2.2,234,235,2.紧张爆发状态的预防,1966年，安东与简·范·霍夫兄弟在阿纳姆动物园尝试一个雄心勃勃的项目，简曾经在新墨西哥的美国好罗曼空军基地研究黑猩猩群落的社会行为。美国的黑猩猩群落设想很好，但未能成功。紧张的你争我斗气氛一直弥漫。
2.2,236,238,2.紧张爆发状态的预防,缺乏隔离设施导致黑猩猩群落内部紧张情绪增长，从而引发暴力冲突，缺乏和谐群落生活的基本先决条件。
2.2,239,241,2.紧张爆发状态的预防,人类提供食物给动物会扰乱和平，研究表明香蕉会增加黑猩猩的攻击性。阿纳姆通过让公众与动物保持距离，有效地解决了食物争夺问题。
2.2,242,244,2.紧张爆发状态的预防,猴群每天晚上分组进食，食物包括苹果、橘子、香蕉、胡萝卜、洋葱、面包、牛奶、鸡蛋和猴狗，夏季还有草、橡子、山毛榉果、叶子、昆虫和食用菌。
2.2,245,246,2.紧张爆发状态的预防,"野生环境中的黑猩猩花大量时间觅食，而动物园中的黑猩猩则有更多时间""社会化""，因为空间有限，他们不可能隔离群体。"
2.2,247,248,2.紧张爆发状态的预防,荷兰冬季对黑猩猩来说是严酷的，他们在一个有暖气的建筑物中度过，但大厅只有户外圈养区的1/20，导致黑猩猩之间摩擦和愤怒。
2.2,249,251,2.紧张爆发状态的预防,黑猩猩在冬季更容易发生攻击事件，但一旦猿们被放进户外圈养区，就会发出尖叫声和吼叫声，互相拥抱和亲吻。
2.2,252,253,2.紧张爆发状态的预防,猿类重获自由，毛发变厚密闪亮，脸色恢复，紧张情绪消散，喜悦显而易见。
2.2,232,238,2.紧张爆发状态的预防,安东和简·范·霍夫兄弟试图在阿纳姆动物园建立猴类群落，但由于担心可能引发暴力冲突和疾病感染，未能成功。
2.2,239,246,2.紧张爆发状态的预防,"人类提供食物会扰乱动物和平，阿纳姆通过让公众与动物保持距离解决了食物争夺问题。野生环境中的黑猩猩花大量时间觅食，而动物园中的黑猩猩则有更多时间""社会化""。"
2.2,247,253,2.紧张爆发状态的预防,黑猩猩在冬季受到严酷的环境，但一旦被放进户外圈养区，就会表现出喜悦，毛发变厚密闪亮，脸色恢复，紧张情绪消散。
2.2,232,253,2.紧张爆发状态的预防,"安东和简·范·霍夫兄弟试图在阿纳姆动物园建立猴类群落，但未能成功。阿纳姆通过让公众与动物保持距离解决了食物争夺问题，黑猩猩在动物园中有更多时间""社会化""，放进户外圈养区后表现出喜悦，毛发变厚密闪亮，脸色恢复，紧张情绪消散。阿纳姆动物园为黑猩猩提供了安全的环"
2.3,254,255,3.大逃亡,安东·范·霍夫的进取心和胆量以及少而精的理念，使得我们的灵长类动物展示中心在1971年8月正式对外开放，由德斯蒙德·莫里斯主持开放仪式。
2.3,256,257,3.大逃亡,莫里斯发表开幕词，将多毛的亲戚们放进圈养区，预言他们可能会发明筏或梯子来渡河或登墙。
2.3,258,259,3.大逃亡,洛克是路易斯安那的黑猩猩群落中最聪明的，他发明了一种用竿子当梯子的工具，其他黑猩猩也很快学会了使用，甚至彼此帮助攀爬。
2.3,260,261,3.大逃亡,阿纳姆黑猩猩群落发生了一次令人难忘的逃逸事件，他们利用树枝搭建梯子爬上4米高的围墙，似乎有事先商量的迹象。
2.3,262,263,3.大逃亡,十几只黑猩猩翻墙偷水果，在大餐馆填饱肚子，然后尽情享受水果的美味。
2.3,264,265,3.大逃亡,通过核实，发现原故事的核心是真实的，但是在流传过程中被添油加醋改编过。
2.3,266,267,3.大逃亡,餐馆只有一只黑猩猩大妈妈逃出，她从柜台爬过来，并对收款台有兴趣，最后安静地喝完了一瓶巧克力增香牛奶。
2.3,268,270,3.大逃亡,黑猩猩团队共同努力实现了一次令人难忘的大逃亡，借助一根5米长的粗大而沉重的树枝，证明了它们的创造性。
2.3,271,272,3.大逃亡,黑猩猩利用枯死的橡树折断长树枝，用来爬过带电的铁栅栏，以便能够爬上活树，但仍有逃跑机会。
2.3,273,274,3.大逃亡,黑猩猩有时会试图逃跑，但在事情发生时，没有任何可以让人发笑的地方，饲养员和他们之间只有在有栏杆的情况下才能保持友好关系。
2.3,275,276,3.大逃亡,动物园中的黑猩猩因其强大的力量和喜怒无常的性格而具有致命的威胁，而野生的黑猩猩则学会害怕人类及其武器。
2.3,277,278,3.大逃亡,野生黑猩猩可以与人类更近距离相处，而动物园中的黑猩猩则需要保持较远距离。
2.3,279,281,3.大逃亡,"Can you explain the process of how to create a successful marketing campaign?

How can I create a successful marketing campaign?"
2.3,254,261,3.大逃亡,安东·范·霍夫的少而精理念使得灵长类动物展示中心在1971年8月正式开放，洛克发明了用竿子当梯子的工具，阿纳姆黑猩猩群落利用树枝搭建梯子爬上围墙，展示了他们的进取心和智慧。
2.3,262,272,3.大逃亡,十几只黑猩猩翻墙偷水果，在餐馆填饱肚子，最后用5米长的树枝爬过带电的铁栅栏，实现了一次令人难忘的大逃亡。
2.3,273,281,3.大逃亡,黑猩猩在动物园和野外有不同的行为，动物园中的黑猩猩需要保持距离，野外的黑猩猩则学会害怕人类及其武器。
2.3,254,281,3.大逃亡,安东·范·霍夫的少而精理念使得灵长类动物展示中心在1971年8月正式开放，黑猩猩群落利用智慧和进取心实现了一次令人难忘的大逃亡，动物园中的黑猩猩需要保持距离，野外的黑猩猩则学会害怕人类及其武器。
2.4,282,283,4.动物行为学与感知,教师带领学生观察黑猩猩，发现它们按照高低排列，高的是首领，低的是部下，发现了动物行为学与感知的教育价值。
2.4,284,286,4.动物行为学与感知,耶罗恩居于统治地位，他的武力炫示以跺脚音乐会形式结束，其他猿们也有自己的低等级。
2.4,287,288,4.动物行为学与感知,教师利用丰富的想象力将黑猩猩的行为比喻成政变，以此解救自己。
2.4,289,290,4.动物行为学与感知,这篇文章指出，尽管研究者对群落有深入的了解，但仍无法确保书中的解释都是正确的。
2.4,291,292,4.动物行为学与感知,科学家们宁愿保持沉默而不回答问题，而自负的年轻教师滔滔不绝地发表己见，这两种态度都会导致一事无成。
2.4,293,294,4.动物行为学与感知,动物行为学是一种生物学研究，由康拉德·劳伦兹和尼科·廷贝亨在1930年代在德国、荷兰和英国发展起来，旨在在犹豫不决和走得太远之间寻求平衡。
2.4,295,296,4.动物行为学与感知,"心理学家则采用实验方法，激励动物进行某种特定行为，以研究它们的感知能力。

动物行为学强调观察动物自发行为，而感知心理学则采用实验方法激励动物进行特定行为，以研究它们的感知能力。"
2.4,297,298,4.动物行为学与感知,"学习感知是必要的，新学生刚开始时完全""看""不到任何东西，但通过解释可以让他们理解。"
2.4,299,300,4.动物行为学与感知,我们从学生的角度看到的只是黑猩猩的混乱行为，但实际上，真正的问题是我们自身理解能力的缺失。
2.4,301,303,4.动物行为学与感知,一个人需要熟悉个体、关系、行为等，才能真正理解所见到的情景。而一个熟练的人只需几秒钟就能看清并记住所有细节。
2.4,304,305,4.动物行为学与感知,有经验的人能够把棋子之间的关系理解出来，而没有经验的人则只能记住棋子的位置，这就是理解力上的差异。学习感知就是学会认出模式的组成部分有规律地出现。
2.4,306,307,4.动物行为学与感知,熟悉棋子或黑猩猩交互模式后，它们的行为变得引人注目且易懂，令人难以想象其他人会被细节困住而无法把握动作逻辑。
2.4,282,292,4.动物行为学与感知,教师带领学生观察黑猩猩，发现它们按等级排列，发现了动物行为学与感知的教育价值。科学家们宁愿保持沉默而不回答问题，而自负的年轻教师发表己见，这两种态度都会导致一事无成。通过观察黑猩猩，发现了动物行为学与感知的教育价值，但科学家和教师的态度都会影响研究结果。
2.4,293,298,4.动物行为学与感知,
2.4,299,305,4.动物行为学与感知,学习感知能力的差异导致我们对黑猩猩行为的理解不同，熟练的人能够把棋子之间的关系理解出来，而没有经验的人则只能记住棋子的位置。
2.4,306,307,4.动物行为学与感知,棋子或黑猩猩的行为变得引人注目、易懂，令人惊叹其他人竟然会被细节困住。
2.4,282,305,4.动物行为学与感知,通过观察黑猩猩，发现了动物行为学与感知的教育价值，但科学家和教师的态度会影响研究结果，学习感知能力的差异也会影响对黑猩猩行为的理解。
2.4,306,307,4.动物行为学与感知,棋子和黑猩猩的行为令人惊叹，因为它们能够把细节发挥到极致。
2.4,282,307,4.动物行为学与感知,研究发现，观察黑猩猩可以提升动物行为学和感知能力的教育价值，但科学家和教师的态度和学习感知能力的差异会影响研究结果。黑猩猩和棋子的行为令人惊叹，因为它们能够把细节发挥到极致。
2.5,308,310,5.信息交流的信号与侧向行为,黑猩猩的面部表情可以用来推测它们的心情，牙齿的暴露程度可以用来区分游戏心态和焦虑心情，但对于旁观者来说，它们的表情可能是一种误解。
2.5,311,312,5.信息交流的信号与侧向行为,这段文字描述了一种可怕的露齿似笑的表情，可以在婴儿独处或猿群冲突时看到，伴随着尖叫声。
2.5,313,314,5.信息交流的信号与侧向行为,每次步行穿过公园时，我都会听到耶罗恩的尖叫声，赶紧跑到圈养区去看黑猩猩们的壮观场景，他们通过咆哮、咕哝、呜咽以及吼叫等来进行交流。
2.5,315,317,5.信息交流的信号与侧向行为,"但是当他站起来的时候，这个姿势就会变得明显。

学习识别每个个体的声音需要反复播放，以及了解不同个体之间的差异，比如丹迪的特殊手势。"
2.5,318,320,5.信息交流的信号与侧向行为,"大妈妈用摇头的方式表达""不""，格律勒蹒跚着走向可能的毛皮护理伙伴，另一只雌黑猩猩出现在大妈妈和格律勒之间。"
2.5,321,323,5.信息交流的信号与侧向行为,"Can you explain the process of how to create a successful marketing campaign?

How can I create a successful marketing campaign?"
2.5,324,326,5.信息交流的信号与侧向行为,黑猩猩的邀请手势在政治斗争中起重要作用，它们的非语言交流形式也与人类共有，某些特殊的信号可能受人类影响。
2.5,327,328,5.信息交流的信号与侧向行为,阿纳姆群落中的猿与野生同类之间在信息交流上没有差异，表现出引人注目的虚张声势的武力炫示。
2.5,329,330,5.信息交流的信号与侧向行为,* 他们观察了许多星期，最终发现一只成年雌黑猩猩可以操控行为，并带着石头离开，这是一个世纪性的发现。
2.5,331,332,5.信息交流的信号与侧向行为,"雄黑猩猩会发生""没收""行为，但没有攻击性反应，有时会尝试挣脱或寻找其他物品继续炫耀武力。"
2.5,333,334,5.信息交流的信号与侧向行为,雄黑猩猩的武器可能被没收，学习识别社会互动行为比学习识别通讯信号更难，攻击性的互动行为是引起问题的首要原因。
2.5,335,336,5.信息交流的信号与侧向行为,"。
黑猩猩在冲突中会出现复杂的行为模式，包括指向对手的行为和指向同伴或旁观者的侧向行为，如寻求庇护和安慰。"
2.5,337,339,5.信息交流的信号与侧向行为,未成年猿会尖叫跑向母亲，成年猿会跑向最高统治者，黑猩猩会接触其他黑猩猩以安静下来。
2.5,340,342,5.信息交流的信号与侧向行为,"和安慰的需求让猿类忘记了对手。

猿类在面临攻击时会寻求安慰，以至于忘记了对手。"
2.5,343,345,5.信息交流的信号与侧向行为,请求帮助是以伸出一只手的方式完成的，当另一只黑猩猩站起身来支持时，这种请求的程序就变得明显，如果支持者显出犹豫，程序就会重新开始。
2.5,346,347,5.信息交流的信号与侧向行为,雌黑猩猩们请求雄黑猩猩帮助攻击对手，并以愤怒的咆哮和指着对手的不同寻常手势表达挑战。
2.5,348,349,5.信息交流的信号与侧向行为,雌黑猩猩在困惑的情况下用指的方式表明对手，而自己不参与冲突，这表明它们有可控制的本能，而不是传统看法中的不可控制的本能。
2.5,350,351,5.信息交流的信号与侧向行为,早期动物行为学家研究的物种攻击性具有间隔功能，但社会动物如何维持内聚力的群落仍未知。
2.5,352,353,5.信息交流的信号与侧向行为,黑猩猩群落中发现原先的对手会互相吸引，大多数情况下接触而不是回避，安格琳·范·罗丝马伦发现黑猩猩之间的和解现象。
2.5,354,355,5.信息交流的信号与侧向行为,两个原先的对手在战斗结束后会互相拥抱和亲吻，表达强烈的情感，即使没有达成和解，也会有一方主动去接近另一方，消融紧张和疑虑的气氛。
2.5,356,357,5.信息交流的信号与侧向行为,"安格琳证明，战斗结束后，对手之间的接触更加热烈，典型表现为亲吻，被称为""和解""，但有人反对，建议使用中性术语""冲突后的第一次接触""。"
2.5,358,359,5.信息交流的信号与侧向行为,接吻、拥抱、脸和手都可以用非拟人化术语来描述，但这会让人们失去尊严感，因此应该保留拟人化术语。
2.5,360,361,5.信息交流的信号与侧向行为,* 黑猩猩强烈地表现出寻求和解的需求，需要付出努力才能习惯这种现象。
2.5,362,363,5.信息交流的信号与侧向行为,伊冯的责骂让巧蔻反思，最终她用一个黑猩猩式的响吻表达了自己的歉意。
2.5,364,366,5.信息交流的信号与侧向行为,巧蔻的拥抱感动了伊冯，让她认识到动物也能有强烈的情感，并且可以形成联盟来对抗威胁。
2.5,367,369,5.信息交流的信号与侧向行为,黑猩猩不会未经考虑就采取行动，需要仔细观察和耐心收集信息，每天平均有5-6起结盟事件。
2.5,370,371,5.信息交流的信号与侧向行为,研究小组通过观察记录了1000-1500起结盟事件，分析结果表明黑猩猩有选择性地干预群体内的冲突，每个成员有自己喜欢和不喜欢的个体，这种情感态度支配着他们的行为。
2.5,372,373,5.信息交流的信号与侧向行为,黑猩猩群体中的关系有偏向性，但可能会发生变化，这是一个复杂的问题，因为它涉及到三角关系。
2.5,374,375,5.信息交流的信号与侧向行为,"研究结盟现象使我们有机会深入了解黑猩猩群体的""三维""生活，1965年欧凡·迪伏奥与罗纳德·霍尔发表了关于狒狒群体由两到三只成年雄狒狒共同领导的研究成果。"
2.5,376,377,5.信息交流的信号与侧向行为,离开了彼此的支持，雄狒狒没有多大影响力，核心层成员必须形成共同阵线才能控制对手。荣·纳德勒的研究显示，群体中最高职位依赖于攻击性的合作。
2.5,378,380,5.信息交流的信号与侧向行为,4只成年雌大猩猩和2只雄大猩猩组成的群落，凯勒巴尔和冉之间的竞争导致了激烈的战斗。
2.5,381,382,5.信息交流的信号与侧向行为,凯勒巴尔在一场短暂的斗殴中受伤，被从群落中转移出去。
2.5,383,385,5.信息交流的信号与侧向行为,* 雌性大猩猩支持雄性登上首领宝座，而冉则迫使雌性大猩猩支持他，这令人惊讶。
2.5,386,387,5.信息交流的信号与侧向行为,"""

雌大猩猩们顺从雄大猩猩的行为可能是由于黑猩猩的政治精妙复杂，联盟是决定成年雄黑猩猩关系和势力范围的重要因素。"
2.5,388,389,5.信息交流的信号与侧向行为,黑猩猩贡姆河流域群落中法本与费甘兄弟之间的联盟发展与阿纳姆黑猩猩群落中的发展过程相似，只有细节上的差异。
2.5,390,391,5.信息交流的信号与侧向行为,西田利贞在坦桑尼亚的马哈尔山上进行的黑猩猩行为研究表明，阿纳姆动物园与荒野中的黑猩猩之间存在行为相似性，现有分析的许多核心概念可以有效地理解马哈尔山上黑猩猩之间的等级关系变化。
2.5,392,393,5.信息交流的信号与侧向行为,克里斯多夫·勃姆比较了贡姆河国家公园和阿纳姆动物园中黑猩猩的平息性干涉，发现雌黑猩猩在不同群落之间存在较大差异，阿纳姆的雌黑猩猩更具社会性和政治影响力。
2.5,308,314,5.信息交流的信号与侧向行为,黑猩猩的面部表情可以用来推测它们的心情，但对于旁观者来说可能是一种误解，它们会通过咆哮、咕哝、呜咽以及吼叫等来进行交流。
2.5,315,328,5.信息交流的信号与侧向行为,"Can you explain the process of how to create a successful marketing campaign?

How can I create a successful marketing campaign?"
2.5,329,336,5.信息交流的信号与侧向行为,"研究发现，黑猩猩可以操控行为，持有武器，学习识别社会互动行为，并在冲突中出现复杂的行为模式。这是一个世纪性的发现。
研究发现，黑猩猩可以操控行为，持有武器，学习识别社会互动行为，并在冲突中出现复杂的行为模式，这是一个世纪性的发现。"
2.5,337,347,5.信息交流的信号与侧向行为,
2.5,348,353,5.信息交流的信号与侧向行为,雌黑猩猩可以控制本能，而不是传统看法中的不可控制，安格琳·范·罗丝马伦发现黑猩猩之间的和解现象，表明它们可以维持内聚力的群落。
2.5,354,361,5.信息交流的信号与侧向行为,"拟人化术语可以表达出对手之间的情感，消融紧张和疑虑的气氛。

黑猩猩在战斗结束后会互相拥抱和亲吻，表达对和解的强烈需求，拟人化术语可以表达出对手之间的情感，消融紧张和疑虑的气氛。"
2.5,362,371,5.信息交流的信号与侧向行为,黑猩猩有强烈的情感，可以形成联盟来对抗威胁，研究发现它们有选择性地干预群体内的冲突，每个成员有自己喜欢和不喜欢的个体，这种情感态度支配着它们的行为。
2.5,372,377,5.信息交流的信号与侧向行为,研究表明，黑猩猩群体中的关系有偏向性，但可能会发生变化，涉及到三角关系，雄狒狒需要形成共同阵线才能控制对手，最高职位依赖于攻击性的合作。
2.5,378,389,5.信息交流的信号与侧向行为,
2.5,390,393,5.信息交流的信号与侧向行为,西田利贞的研究表明，阿纳姆动物园和荒野中的黑猩猩之间存在行为相似性，勃姆发现雌黑猩猩在不同群落之间存在较大差异，阿纳姆的雌黑猩猩更具社会性和政治影响力。
2.5,308,347,5.信息交流的信号与侧向行为,"黑猩猩的面部表情可以用来推测它们的心情，但可能会被误解，它们也会通过咆哮、咕哝、呜咽以及吼叫等来进行交流。

黑猩猩可以控制行为、持有武器、学习识别社会互动行为，并在冲突中出现复杂行为模式，面部表情可以推测它们的心情，但可能会被误解，还会通过咆哮、咕哝、呜咽以及吼叫等来进行"
2.5,348,361,5.信息交流的信号与侧向行为,
2.5,362,389,5.信息交流的信号与侧向行为,黑猩猩有强烈的情感，可以形成联盟来对抗威胁，有偏向性的关系可能会发生变化，雄狒狒需要形成共同阵线才能控制对手。
2.5,390,393,5.信息交流的信号与侧向行为,西田利贞的研究发现，阿纳姆动物园和荒野中的黑猩猩之间存在行为相似性，但雌黑猩猩在不同群落之间存在显著差异，阿纳姆的雌黑猩猩更具社会性和政治影响力。
2.5,308,389,5.信息交流的信号与侧向行为,
2.5,390,393,5.信息交流的信号与侧向行为,西田利贞的研究发现，黑猩猩在阿纳姆动物园和荒野中行为相似，但雌黑猩猩在不同群落存在显著差异，阿纳姆的雌黑猩猩具有更强的社会性和政治影响力。
2.5,308,393,5.信息交流的信号与侧向行为,西田利贞发现，黑猩猩在荒野和阿纳姆动物园行为相似，但雌黑猩猩在不同群落存在显著差异，阿纳姆的雌黑猩猩具有更强的社会性和影响力。
2.6,394,395,6.稳妥的解释和大胆的解释,通过观察动物的行为，我们可以推断出它们的情绪状态，从而分辨出稳妥的解释和大胆的解释。
2.6,396,397,6.稳妥的解释和大胆的解释,我们通过无意识学习获得的直觉可以帮助我们理解狗的情绪状态，但科学家们需要搞清楚其背后的原因才能完全满意。
2.6,398,399,6.稳妥的解释和大胆的解释,简·范·霍夫利用无意识方法系统地研究黑猩猩的社会行为，并用计算机筛选出内在联系的行为模式组合。
2.6,400,401,6.稳妥的解释和大胆的解释,"他将行为模式组合分为""顺从""和""进攻""，可以推断出咆哮属于攻击，尖叫和哀嚎属于顺从。计算机只能提供行为模式之间的联系，无法指出其背后的意义。"
2.6,402,403,6.稳妥的解释和大胆的解释,"范·霍夫将行为系统称为""行为""而不是""情感""或""动机""，以便更好地描述黑猩猩的""亲密""行为。"
2.6,404,405,6.稳妥的解释和大胆的解释,这段文字描述了有意识和本能的动物行为，以及它们之间的区别，并举例说明了动物行为可能完全没有意识。本文强调了有意识和本能的动物行为之间的差异，以及动物行为可能完全没有意识。
2.6,406,407,6.稳妥的解释和大胆的解释,大猿表现出灵活性，似乎知晓他们的信号会产生什么效果，并能够利用信号影响其他个体。
2.6,408,409,6.稳妥的解释和大胆的解释,吉米和特普尔在热天下带着孩子乘凉，大妈妈也在一旁睡着，但孩子们却开始互相打架，吉米用温和而有威胁的咕哝声告诫他们，特普尔也不安地移动了位置。
2.6,410,412,6.稳妥的解释和大胆的解释,特普尔唤醒大妈妈，她以威胁性的一步和大声吼叫让两个孩子停止吵架，大妈妈受到尊敬，孩子们的冲突可能会导致母亲们之间的紧张。
2.6,413,414,6.稳妥的解释和大胆的解释,两位母亲为了保护自己的孩子而产生紧张，特普尔请出第三方大妈妈仲裁，耶罗恩在与尼基的战斗中受伤。
2.6,415,416,6.稳妥的解释和大胆的解释,耶罗恩的伤口虽然不深，但迪尔克·福克马认为他只是在尼基面前表现出瘸着走路。
2.6,417,418,6.稳妥的解释和大胆的解释,耶罗恩演戏装瘸，让尼基相信他受伤严重，以此获得胜利。
2.6,419,420,6.稳妥的解释和大胆的解释,耶罗恩知道只有当被尼基看到时，他的信号才会起作用，因此装出可怜相。例3乌特是一只3岁的雄黑猩猩。
2.6,421,422,6.稳妥的解释和大胆的解释,
2.6,423,424,6.稳妥的解释和大胆的解释,母亲为了避免惩罚，堵上儿子的嘴，以此来防止事态变得过于严重。
2.6,425,426,6.稳妥的解释和大胆的解释,"母亲不愿因孩子失礼行为惹麻烦，丹迪与雌黑猩猩""预约""后时不时地成功交配。"
2.6,427,429,6.稳妥的解释和大胆的解释,"丹迪和雌黑猩猩之间的""约会""表明了性交的信号抑制和隐藏，丹迪还担心被其他雄黑猩猩发现。"
2.6,430,431,6.稳妥的解释和大胆的解释,丹迪和鲁伊特都试图避免被其他雄黑猩猩发现他们正在进行性行为，以免受到惩罚。
2.6,432,433,6.稳妥的解释和大胆的解释,鲁伊特观察尼基的动静，最终离开，留下尼基与雌黑猩猩。
2.6,434,436,6.稳妥的解释和大胆的解释,雌黑猩猩在性高潮时发出尖叫以泄露交配秘密，但乌尔在成年后只在与雄1号交配时发出尖叫。
2.6,437,438,6.稳妥的解释和大胆的解释,"乌尔在""幽会""期间发出无声的尖叫，表明她正在努力抑制激情，而雄黑猩猩们则有自己的方法来掩盖性兴奋的证据。"
2.6,439,441,6.稳妥的解释和大胆的解释,鲁伊特大胆行为表明他对雄1号的自信，而另一只雄短尾猕猴则表现出不必要的胆怯和顺服，以至于雄1号可能会意识到究竟是怎么回事。
2.6,442,442,6.稳妥的解释和大胆的解释,鲁伊特比短尾猕猴更擅长伪装，没有任何让人怀疑的行为，让人无法发现他的流产。
2.6,394,401,6.稳妥的解释和大胆的解释,通过观察动物行为，科学家们可以推断出它们的情绪状态，简·范·霍夫利用无意识方法系统研究黑猩猩的社会行为，并用计算机筛选出内在联系的行为模式组合，但无法指出其背后的意义。
2.6,402,407,6.稳妥的解释和大胆的解释,范·霍夫提出了行为系统的概念，以更好地描述动物之间的亲密行为，强调了有意识和本能的动物行为之间的差异，以及动物行为可能完全没有意识。
2.6,408,416,6.稳妥的解释和大胆的解释,母亲们为了保护孩子而产生紧张，特普尔请出第三方大妈妈仲裁，耶罗恩受伤。
2.6,417,429,6.稳妥的解释和大胆的解释,"耶罗恩装瘸获得胜利，丹迪与雌黑猩猩""约会""表明性交信号的抑制和隐藏。"
2.6,430,441,6.稳妥的解释和大胆的解释,丹迪和鲁伊特试图掩盖性行为，乌尔发出无声尖叫表明抑制激情，而另一只雄短尾猕猴则表现出胆怯和顺服。
2.6,442,442,6.稳妥的解释和大胆的解释,"Lutungs are better at camouflage than the short-tailed macaques, with no suspicious behavior that can reveal their pregnancy."
2.6,394,416,6.稳妥的解释和大胆的解释,科学家们通过观察动物行为推断它们的情绪状态，范·霍夫提出行为系统概念，强调有意识和本能的动物行为差异，以及可能没有意识的行为。
2.6,417,442,6.稳妥的解释和大胆的解释,"耶罗恩装瘸获胜，丹迪和雌黑猩猩""约会""表明性交信号的抑制和隐藏，乌尔发出无声尖叫表明抑制激情，另一只雄短尾猕猴表现出胆怯和顺服，鲁伊特比短尾猕猴更擅长掩饰怀孕。"
2.6,394,442,6.稳妥的解释和大胆的解释,科学家们通过观察动物行为推断它们的情绪状态，范·霍夫提出行为系统概念，强调有意识和本能的行为差异，以及可能没有意识的行为。研究表明，动物行为可以抑制、隐藏、激情和掩饰。
2.7,443,444,7.理性的行为,黑猩猩具有智商很高的能力，可以有目的地思考，而其他物种则缺乏这种能力。
2.7,445,446,7.理性的行为,黑猩猩能够在没有任何以往的效果作为证据的情况下出现目标导向的行为，有效地设想出解决方案。
2.7,447,449,7.理性的行为,特普尔凭借自身的社会经验，发现了一种有效的解决办法，黑猩猩的特殊能力是将各种知识片段结合起来。
2.7,450,452,7.理性的行为,黑猩猩具有理性思维能力，能够运用过去的经验权衡某个选择的后果，从而实现某个目的。
2.7,453,454,7.理性的行为,"）

灵长类动物的高智力可能是由于应对复杂群体生活而形成的社会智力假设，这一概念也可以用于解释人类大脑的扩张。"
2.7,455,457,7.理性的行为,库默尔观察到瑞士苏黎世动物园的雌狒狒们会征召雄狒狒作为支持者，以对抗雌性对手，这表明灵长类动物在攻击性遭遇战中不仅会互相联手，还会有更多的行动来征召支持者。
2.7,458,460,7.理性的行为,库默尔指出，灵长类动物需要具备高度发达的调节动机和评估复杂社会形势的能力，以适应变化无常的社会环境。
2.7,461,462,7.理性的行为,乔里和尼克·哈姆弗莱提出灵长类动物智能的进化是在社会环境压力下发生的，并且研究了它们如何解决社会问题和技术问题。
2.7,463,465,7.理性的行为,* 1975年，作者熟悉库默尔的观点，对灵长类动物请求帮助的战术性步骤感兴趣，阿纳姆的黑猩猩表现出比长尾猕猴多得多的战略战术，令作者深感困惑，寻求灵感而读尼科罗·马基雅弗利的著作。
2.7,466,468,7.理性的行为,"尽管如此，作者仍负责向佛罗伦萨的人类本性的历史记录者介绍灵长类动物学，但对于理查德·拜恩和安德鲁·怀腾提出的""马基雅弗利式的智慧""一词，作者并不认同。社会认知涵盖的内容比这更多。"
2.7,469,470,7.理性的行为,智慧动物会根据经验聪明地解决冲突，但不能单方面强调一方的智慧高于另一方。
2.7,471,472,7.理性的行为,"灵长类动物的智力进化是由于需要智胜""人""，达成双赢的妥协，黑猩猩在社会活动方面出色，技术发明才能低于人类。"
